City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,castro,2,BR,1588875883,49,-24.79,-50.01,290.16,1.67
1,theologos,90,RE,1588875884,78,-21.36,55.77,298.15,2.6
2,saint-philippe,5,US,1588875884,13,42.6,-73.97,290.93,5.03
3,albany,87,PH,1588875884,78,9.19,117.81,300.54,2.16
4,tagusao,100,AR,1588875799,81,-54.8,-68.3,280.15,4.1
5,ushuaia,75,ZA,1588875685,93,-33.93,18.42,290.37,8.2
6,cape town,9,CV,1588875885,72,14.9,-24.5,297.5,7.4
7,sao filipe,100,ZA,1588875885,91,-34.42,19.23,289.26,2.42
8,hermanus,100,UZ,1588875590,56,40.56,65.69,295.15,4.1
9,nurota,21,AU,1588875887,81,-42.88,147.33,285.93,2.1
10,hobart,90,US,1588875887,73,19.73,-155.09,297.15,1.5
11,hilo,40,IN,1588875888,19,29.32,73.9,306.91,2.81
12,suratgarh,40,US,1588875889,65,20.89,-156.47,298.15,9.3
13,kahului,72,PF,1588875889,79,-9.8,-139.03,300.13,9.11
14,atuona,31,AU,1588875889,71,-34.73,135.87,287.9,5.81
15,port lincoln,75,TO,1588875889,94,-21.2,-175.2,298.15,3.1
16,vaini,40,MY,1588875609,94,5.41,100.34,301.15,1.5
17,georgetown,46,TR,1588875890,79,36.37,30.29,291.36,0.69
18,samusu,0,NA,1588875891,25,-18.06,13.84,293.19,4.23
19,kumluca,90,US,1588875891,84,71.29,-156.79,260.15,6.7
20,opuwo,73,RU,1588875891,87,64.38,-173.3,272.94,3.98
21,barrow,57,SA,1588875891,36,21.43,39.83,301.94,1.79
22,provideniya,100,BR,1588875892,83,-4.88,-66.9,301.02,2.26
23,mecca,97,TR,1588875893,88,39.05,28.66,280.19,2
24,illoqqortoormiut,0,ML,1588875893,8,20.2,1.01,310.2,3.22
25,carauari,40,PF,1588875893,77,-23.12,-134.97,297,7.56
26,demirci,62,RU,1588875893,93,54.72,158.62,270.16,1.43
27,tessalit,90,US,1588875894,34,42.1,-79.24,286.48,6.2
28,rikitea,100,RU,1588875894,99,63.05,179.32,272.35,4.92
29,milkovo,100,ZA,1588875895,94,-33.59,26.89,290.93,0.45
30,jamestown,15,AU,1588875895,87,-30.3,153.13,289.15,4.1
31,beringovskiy,2,CA,1588875896,48,49.63,-105.98,285.8,4.67
32,port alfred,90,US,1588875896,81,57.79,-152.41,280.15,15.9
33,coffs harbour,100,NZ,1588875896,85,-46.19,168.86,283.31,3.26
34,assiniboia,39,CK,1588875897,100,-21.21,-159.78,297.15,0.5
35,kodiak,75,US,1588875897,18,41.14,-73.36,291.15,5.7
36,mataura,2,LY,1588875898,11,30.33,10.85,305.32,2.81
37,avarua,75,PT,1588875898,100,38.52,-28.7,289.15,7.7
38,westport,47,AU,1588875036,100,-28.65,153.62,288.71,2.03
39,tarudant,90,CL,1588875899,93,-53.15,-70.92,281.15,3.6
40,nalut,0,RU,1588875900,43,55.82,65.58,288.24,1.96
41,ribeira grande,0,MW,1588875900,60,-13.53,33.74,288.98,3.55
42,byron bay,60,RU,1588875878,96,65.58,-171,268.47,1.14
43,punta arenas,73,NZ,1588875901,69,-46.28,169.85,284.26,1.34
44,belozerskoye,75,RE,1588875902,83,-20.9,55.55,295.15,2.6
45,mponela,58,CU,1588875902,41,21.88,-79.84,307.15,3.6
46,viligili,100,RU,1588875903,93,73.51,80.55,260.61,2.92
47,lavrentiya,90,CA,1588875903,92,69.45,-133.04,264.15,4.1
48,kaitangata,20,GL,1588875904,68,69.22,-51.1,272.15,5.7
49,sainte-marie,75,BR,1588875904,88,-22.97,-42.03,294.15,6.2
50,condado,80,RU,1588875904,92,68.75,161.3,270.04,1.31
51,dikson,40,MU,1588875905,88,-20.41,57.7,297.15,1
52,tuktoyaktuk,100,PA,1588875905,70,7.53,-80.03,302.66,3.43
53,ilulissat,0,IN,1588875905,82,20.71,70.98,300.29,5.82
54,arraial do cabo,100,UZ,1588875907,43,40.43,71.72,294.15,2.1
55,cherskiy,90,NL,1588875907,58,52.96,4.76,286.48,2.1
56,mahebourg,40,MU,1588875907,88,-20.34,57.76,297.15,1
57,pedasi,75,TW,1588875909,70,22.67,120.49,302.15,1.5
58,diu,75,US,1588875712,88,22.08,-159.32,296.15,8.7
59,komsomolskiy,0,JP,1588875887,82,44.02,144.27,274.26,2.68
60,den helder,0,NA,1588875910,25,-17.88,15.07,296.03,3.65
61,bambous virieux,100,CN,1588875910,79,36.62,101.77,278.3,2.38
62,mocambique,4,ZA,1588875910,84,-30.74,30.45,291.79,2.62
63,bolungarvik,87,NZ,1588875911,78,-46.6,168.33,283.69,8.11
64,pingtung,74,MY,1588875756,100,2.43,103.84,298.15,2.6
65,kapaa,100,KI,1588875912,79,3.07,172.79,301.34,4.22
66,abashiri,99,RU,1588875912,93,71.92,114.08,257.2,2.77
67,ongandjera,98,RU,1588875913,96,70.63,147.92,270.87,2.59
68,xining,40,GL,1588875913,41,65.61,-37.64,277.15,4.1
69,port shepstone,100,RU,1588875914,92,58.69,99.18,278.12,1.78
70,taolanaro,56,AU,1588875914,98,-33.65,115.33,286.48,5.2
71,bluff,3,BR,1588875914,66,-5.2,-35.46,303.15,5.1
72,mersing,75,NO,1588875915,81,62.58,6.13,280.15,7.7
73,barentsburg,80,CI,1588875788,75,4.42,-7.35,301.74,3.6
74,butaritari,100,RU,1588875916,69,62.85,34.83,278.46,1.88
75,saskylakh,40,JP,1588875916,93,35.73,140.83,283.15,2.1
76,chokurdakh,20,US,1588875917,67,40.6,-124.16,291.48,2.1
77,tasiilaq,20,CA,1588875917,73,66.15,-65.71,267.15,3.6
78,sentyabrskiy,0,AO,1588875918,45,-15.2,12.15,302.37,2.9
79,kodinsk,0,MR,1588875920,7,20.52,-13.05,314.07,6.63
80,busselton,94,NZ,1588875624,88,-45.42,167.72,283.89,1.74
81,touros,97,GB,1588875921,81,60.4,-1.35,282.15,6.7
82,roald,16,VN,1588875921,68,21.32,103.9,298.12,0.88
83,tabou,100,RU,1588875921,96,71.69,128.87,261.19,4.54
84,povenets,100,ZA,1588875922,82,-34.53,20.04,290.15,4.1
85,hasaki,91,UA,1588875922,65,49.62,37.7,284.72,2.55
86,tsihombe,18,IN,1588875923,30,26.8,82.2,302.82,2.37
87,fortuna,100,RU,1588875924,91,58.96,126.29,274.42,6.45
88,pangnirtung,33,AU,1588875924,93,-38.27,141.97,284.27,4.32
89,namibe,20,EC,1588875925,70,-0.74,-90.35,302.15,7.2
90,rawannawi,75,NO,1588875926,86,70.37,31.11,276.15,7.7
91,atar,0,AR,1588875755,48,-38,-57.56,290.15,4.1
92,te anau,85,ZA,1588875927,81,-33.02,27.91,293.1,6.46
93,brae,75,CA,1588875927,52,50.2,-66.38,280.93,6.2
94,son la,20,US,1588875927,21,41.37,-73.41,290.93,5.1
95,tiksi,71,RU,1588875828,92,64.57,143.2,268.25,1.69
96,bredasdorp,83,ZW,1588875928,57,-17.3,31.33,288.56,1.6
97,kivsharivka,75,CA,1588875928,61,47.67,-52.73,285.37,3.6
98,ayodhya,5,MX,1588875929,28,22.89,-109.91,305.37,2.6
99,tommot,40,NO,1588875929,74,66.08,13.82,276.15,2.6
100,codrington,100,RU,1588875930,96,59.24,163.07,273.91,2.21
101,puerto ayora,22,SD,1588875930,25,16.15,36.2,305.95,4.73
102,vardo,100,PG,1588875930,100,-5.47,143.2,278.67,0.27
103,mar del plata,1,US,1588875930,59,60.55,-151.26,286.15,7.7
104,east london,66,VU,1588875931,81,-19.55,169.27,295.88,4.56
105,sept-iles,71,ZM,1588875931,67,-8.76,31.11,297.11,3.26
106,bethel,100,RU,1588875931,99,60.47,166.1,270.9,3.42
107,ust-nera,70,CN,1588875932,80,37.15,122.38,285.18,4.73
108,bindura,20,CA,1588875932,64,65.28,-126.83,276.15,3.6
109,torbay,80,CU,1588875703,62,22.98,-80.59,301.41,6.42
110,cabo san lucas,83,PH,1588875933,78,7.45,126.58,299.59,2.74
111,korgen,6,LS,1588875827,47,-29.82,27.24,283.77,0.92
112,ossora,100,CL,1588875934,67,-37.62,-73.65,289.98,4.92
113,wagar,100,RU,1588875899,91,50.68,156.12,274.06,4.64
114,porgera,1,US,1588875741,62,46.98,-123.89,288.71,7.7
115,kenai,60,BR,1588875935,70,-30.18,-50.21,290.55,5.61
116,isangel,98,RU,1588875777,82,54.56,100.58,277.76,5.2
117,mpulungu,2,TR,1588875935,83,39,41.75,279.89,2.1
118,tilichiki,45,AU,1588875936,83,-42.78,147.06,284.82,0.45
119,yatou,40,PA,1588875936,66,8.5,-82.43,304.15,6.2
120,mys shmidta,100,RU,1588875936,90,59.7,150.17,273.34,2.88
121,norman wells,100,GL,1588875937,88,77.48,-69.36,264.61,1.78
122,corralillo,0,EG,1588875649,49,31.22,29.96,296.15,2.1
123,beruni,92,NZ,1588875938,87,-46.13,167.68,283.92,3.25
124,baculin,3,BY,1588875938,67,52.79,27.54,280.3,4.79
125,mafeteng,91,CN,1588875938,87,30.3,109.48,294.29,0.07
126,lebu,0,ZA,1588875939,31,-25.18,27.27,291.25,1.26
127,severo-kurilsk,1,US,1588875939,46,34.64,-120.46,305.15,5.1
128,hoquiam,95,RU,1588875940,58,59.94,55,288.83,4.71
129,cidreira,20,CA,1588875940,72,70.47,-68.59,265.15,1.5
130,tulun,75,CA,1588875941,49,62.46,-114.35,282.15,6.2
131,mus,88,HK,1588875826,85,22.29,114.16,301.48,4.37
132,new norfolk,36,MA,1588875942,63,29.58,-9.5,293.21,3.55
133,los algarrobos,5,LY,1588875942,39,31.76,25.09,295.71,2.27
134,arman,67,VN,1588875910,100,11.95,108.44,290.74,0.42
135,qaanaaq,39,MV,1588875943,77,-0.6,73.08,302.36,6.7
136,alexandria,0,RU,1588875943,43,52.27,79.17,288.11,1.03
137,vedaranniyam,7,PE,1588875944,52,-4.58,-81.27,304.15,7.7
138,tuatapere,100,ZA,1588875944,93,-33.92,25.57,291.15,1.5
139,salihorsk,85,CN,1588875944,54,39.74,98.52,281.98,1
140,enshi,40,HN,1588875945,63,15,-83.23,306.15,4.6
141,nizhneyansk,4,BR,1588875945,37,-20.93,-54.96,293.15,3.6
142,mogwase,1,US,1588875947,16,31.42,-103.49,310.15,3.6
143,lompoc,40,PT,1588875947,72,32.67,-17.1,292.59,1
144,kosa,56,BR,1588875947,77,-1.2,-46.02,302.45,4.03
145,clyde river,54,AM,1588875948,76,40.12,44.73,286.15,1
146,kazalinsk,75,GF,1588875948,100,4.93,-52.33,299.15,5.4
147,yellowknife,100,ID,1588875783,92,5.56,95.32,299.21,12.01
148,victoria,85,ET,1588875949,95,5.88,38.98,289.2,0.75
149,tiznit,75,BR,1588875949,72,-16.19,-55.97,292.15,4.1
150,bardiyah,33,PT,1588875950,76,40.16,-8.33,296.48,1.79
151,da lat,20,US,1588875951,92,64.5,-165.41,272.04,1.5
152,hithadhoo,1,US,1588875951,48,64.84,-147.72,288.15,0.9
153,klyuchi,72,CL,1588875952,64,-36.72,-73.12,293.15,3.1
154,talara,0,AU,1588875952,93,-35.12,139.27,285.93,1.79
155,port elizabeth,98,UY,1588875952,56,-33.7,-53.46,289.01,3.59
156,jiuquan,95,IN,1588875953,72,11.57,76.67,295.99,0.75
157,iralaya,0,AT,1588875953,45,48.29,14.37,290.37,3.1
158,sidrolandia,0,JP,1588875872,57,33.28,134.15,288.72,6.69
159,pecos,60,NA,1588875953,44,-28.55,16.43,292.46,1.15
160,ponta do sol,100,RU,1588875954,97,67.45,153.68,270.79,3.07
161,carutapera,0,VN,1588875954,78,9.18,105.15,301.22,1.15
162,garni,100,RU,1588875954,97,63.9,122.76,267.74,7.8
163,cayenne,96,CN,1588875955,91,28.32,109.72,294.3,0.54
164,banda aceh,15,KM,1588875955,78,-11.38,43.28,301.02,5.86
165,kibre mengist,0,CL,1588875955,13,-34.42,-70.87,300.15,3.6
166,barao de melgaco,0,MX,1588875956,45,19.93,-105.25,305.12,4.13
167,lata,28,AU,1588875956,63,-35.35,150.47,290.15,4.1
168,nome,100,UZ,1588875664,43,41,71.67,294.15,2.1
169,fairbanks,90,CL,1588875908,100,-33.04,-71.63,287.15,2.6
170,acin,71,BR,1588875957,87,-6.64,-51.99,301.83,1.49
171,talcahuano,100,FR,1588875959,55,49.58,0.33,291.15,3.6
172,murray bridge,100,CN,1588875960,92,31.81,121.66,293.15,1.34
173,chuy,40,RU,1588875960,85,69.49,88.4,269.15,2
174,masinigudi,34,NZ,1588875960,83,-35.17,173.17,286.55,1.55
175,steyregg,90,CA,1588875960,30,48.4,-89.32,278.15,7.7
176,muroto,100,RU,1588875961,46,51.67,135.7,285.47,1.34
177,oranjemund,83,KE,1588875961,43,3.12,35.6,304.66,7.39
178,srednekolymsk,50,PG,1588875961,79,-10.62,150.67,299.25,7.52
179,ca mau,20,BZ,1588875962,70,16.97,-88.23,305.37,4.6
180,kysyl-syr,100,UG,1588875963,83,1.89,33.97,294.75,0.89
181,jishou,0,MT,1588875963,68,35.86,14.38,291.15,4.6
182,mitsamiouli,87,ES,1588875964,88,43,-4.14,291.15,3.6
183,rengo,20,GR,1588875964,77,35.51,27.21,292.15,4.6
184,tomatlan,9,CA,1588875965,41,49.65,-108.42,287.33,3.92
185,ulladulla,0,JP,1588875965,77,39.27,141.88,280.32,3.36
186,namangan,75,CA,1588875965,71,44,-77.88,285.15,4.1
187,valparaiso,42,JP,1588875966,44,35.13,140.3,288.15,4.6
188,attawapiskat,40,IN,1588875966,74,13.1,74.8,303.15,3.1
189,sao felix do xingu,95,CD,1588875967,90,-2.95,25.95,295.42,1.43
190,havre,100,TC,1588875684,79,21.46,-71.14,300.94,4.03
191,huilong,40,VE,1588875901,35,7.77,-72.22,310.15,9.8
192,talnakh,92,FO,1588875968,75,62.23,-6.59,281.15,5.1
193,ahipara,0,MR,1588875969,8,20.5,-10.07,313.43,0.35
194,thunder bay,20,CA,1588875969,87,50.7,-127.42,281.15,2.6
195,berezovyy,70,IN,1588875970,61,12.68,78.62,301.98,1.47
196,lodwar,40,US,1588875970,61,59.64,-151.55,283.15,6.2
197,samarai,17,CN,1588875970,92,28.82,115.43,297.26,0.39
198,dangriga,2,RU,1588875971,50,58.11,68.32,289.85,2.27
199,katakwi,99,BR,1588875972,96,1,-52,298.93,1.9
200,dingli,95,GA,1588875972,88,-1.57,9.26,299.86,2.62
201,yirol,0,IN,1588875972,87,21.12,70.12,300.55,3.65
202,reinosa,100,PG,1588875909,92,-5.22,145.8,297.96,1.59
203,karpathos,77,PF,1588875973,76,-16.48,-151.75,300.64,6.63
204,shaunavon,0,GL,1588875973,91,68.71,-52.87,271.57,4.89
205,kamaishi,100,ID,1588875805,87,-1.27,116.83,299.28,1.25
206,colborne,97,CL,1588875974,59,-38.65,-72.23,292.15,1.5
207,katsuura,75,SJ,1588875974,93,78.22,15.64,273.15,3.1
208,mulki,65,FI,1588875975,44,65.97,29.18,278.15,3.1
209,kindu,21,NZ,1588875975,13,-35.1,173.78,283.15,0.45
210,cockburn town,27,AU,1588875976,67,-20.73,139.5,287.15,5.33
211,san cristobal,28,RU,1588875977,92,71.97,102.5,256.66,4.73
212,klaksvik,76,PH,1588875977,81,12.18,125.51,301.19,3.2
213,adrar,14,AU,1588875977,82,-15.77,128.73,289.15,1.71
214,port hardy,73,PF,1588875978,58,-17.73,-149.15,301.15,2.1
